"","Index","Angle","Antenna","Background","Code","GPSdate","GPStime","Strength","TowerID","TagID","AnimalID","uniqueID","longitude","latitude","X","Y","BadPoint","Var_X","Var_Y","Cov_XY","AngleDiff","Date","Time"
"115",0,246,2,0,"0.25,0.21,0.16","01_06_23","17:37:41",32,"TowerW13",476,"WF051806","WF051806-01_06_23-17",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"116",0,246,2,0,"0.25,0.21,0.16","01_06_23","17:40:45",32,"TowerW13",476,"WF051806","WF051806-01_06_23-17",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"117",0,246,2,0,"0.25,0.21,0.16","01_06_23","18:01:40",32,"TowerW13",476,"WF051806","WF051806-01_06_23-18",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"118",1,246,2,0,"0.25,0.21,0.16","01_06_23","20:39:41",32,"TowerW13",476,"WF051806","WF051806-01_06_23-20",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"119",0,246,2,0,"0.25,0.21,0.16","01_06_23","22:38:24",31,"TowerW13",476,"WF051806","WF051806-01_06_23-22",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"120",0,246,2,0,"0.25,0.21,0.16","01_06_23","22:59:28",32,"TowerW13",476,"WF051806","WF051806-01_06_23-22",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"121",0,246,2,0,"0.25,0.21,0.16","02_06_23","0:49:26",31,"TowerW13",476,"WF051806","WF051806-02_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"122",0,246,2,0,"0.25,0.21,0.16","02_06_23","2:37:13",32,"TowerW13",476,"WF051806","WF051806-02_06_23-2",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"123",0,246,2,0,"0.25,0.21,0.16","02_06_23","4:28:38",31,"TowerW13",476,"WF051806","WF051806-02_06_23-4",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"124",0,246,2,0,"0.25,0.21,0.16","02_06_23","7:00:35",31,"TowerW13",476,"WF051806","WF051806-02_06_23-7",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"125",6,246,2,0,"0.25,0.21,0.16","02_06_23","7:44:08",32,"TowerW13",476,"WF051806","WF051806-02_06_23-7",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"126",0,246,2,0,"0.25,0.21,0.16","02_06_23","8:55:25",31,"TowerW13",476,"WF051806","WF051806-02_06_23-8",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"127",0,246,2,0,"0.25,0.21,0.16","02_06_23","8:58:48",31,"TowerW13",476,"WF051806","WF051806-02_06_23-8",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"128",0,246,2,0,"0.25,0.21,0.16","02_06_23","9:12:28",32,"TowerW13",476,"WF051806","WF051806-02_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"129",0,246,2,0,"0.25,0.21,0.16","02_06_23","9:56:29",32,"TowerW13",476,"WF051806","WF051806-02_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"130",0,246,2,0,"0.25,0.21,0.16","02_06_23","10:08:46",32,"TowerW13",476,"WF051806","WF051806-02_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"131",0,246,2,0,"0.25,0.21,0.16","02_06_23","11:08:15",32,"TowerW13",476,"WF051806","WF051806-02_06_23-11",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"132",0,246,2,0,"0.25,0.21,0.16","02_06_23","12:12:44",31,"TowerW13",476,"WF051806","WF051806-02_06_23-12",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"133",0,246,2,0,"0.25,0.21,0.16","02_06_23","13:53:12",32,"TowerW13",476,"WF051806","WF051806-02_06_23-13",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"134",0,246,2,0,"0.25,0.21,0.16","02_06_23","17:44:36",32,"TowerW13",476,"WF051806","WF051806-02_06_23-17",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"135",0,246,2,0,"0.25,0.21,0.16","02_06_23","18:44:42",31,"TowerW13",476,"WF051806","WF051806-02_06_23-18",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"136",0,246,2,0,"0.25,0.21,0.16","02_06_23","18:47:36",33,"TowerW13",476,"WF051806","WF051806-02_06_23-18",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"137",0,246,2,0,"0.25,0.21,0.16","02_06_23","20:27:44",31,"TowerW13",476,"WF051806","WF051806-02_06_23-20",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"138",0,246,2,0,"0.25,0.21,0.16","02_06_23","21:45:06",32,"TowerW13",476,"WF051806","WF051806-02_06_23-21",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"139",0,246,2,0,"0.25,0.21,0.16","02_06_23","22:25:21",31,"TowerW13",476,"WF051806","WF051806-02_06_23-22",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"140",0,246,2,0,"0.25,0.21,0.16","03_06_23","0:42:13",32,"TowerW13",476,"WF051806","WF051806-03_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"141",0,246,2,0,"0.25,0.21,0.16","03_06_23","0:57:40",31,"TowerW13",476,"WF051806","WF051806-03_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"142",0,246,2,0,"0.25,0.21,0.16","03_06_23","2:05:05",32,"TowerW13",476,"WF051806","WF051806-03_06_23-2",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"143",0,246,2,0,"0.25,0.21,0.16","03_06_23","2:25:31",31,"TowerW13",476,"WF051806","WF051806-03_06_23-2",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"144",0,246,2,0,"0.25,0.21,0.16","03_06_23","2:31:05",31,"TowerW13",476,"WF051806","WF051806-03_06_23-2",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"145",0,246,2,0,"0.25,0.21,0.16","03_06_23","5:07:18",31,"TowerW13",476,"WF051806","WF051806-03_06_23-5",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"146",0,246,2,0,"0.25,0.21,0.16","03_06_23","5:07:55",31,"TowerW13",476,"WF051806","WF051806-03_06_23-5",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"147",0,246,2,0,"0.25,0.21,0.16","03_06_23","5:47:33",31,"TowerW13",476,"WF051806","WF051806-03_06_23-5",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"148",0,246,2,0,"0.25,0.21,0.16","03_06_23","6:17:08",32,"TowerW13",476,"WF051806","WF051806-03_06_23-6",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"149",0,246,2,0,"0.25,0.21,0.16","03_06_23","7:43:00",32,"TowerW13",476,"WF051806","WF051806-03_06_23-7",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"150",0,246,2,0,"0.25,0.21,0.16","03_06_23","9:20:41",31,"TowerW13",476,"WF051806","WF051806-03_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"151",0,246,2,0,"0.25,0.21,0.16","03_06_23","9:49:32",31,"TowerW13",476,"WF051806","WF051806-03_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"152",0,246,2,0,"0.25,0.21,0.16","03_06_23","9:59:01",33,"TowerW13",476,"WF051806","WF051806-03_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"153",0,246,2,0,"0.25,0.21,0.16","03_06_23","10:29:40",31,"TowerW13",476,"WF051806","WF051806-03_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"154",0,246,2,0,"0.25,0.21,0.16","03_06_23","10:48:02",32,"TowerW13",476,"WF051806","WF051806-03_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"155",2,246,2,0,"0.25,0.21,0.16","03_06_23","13:11:20",32,"TowerW13",476,"WF051806","WF051806-03_06_23-13",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"156",0,246,2,0,"0.25,0.21,0.16","03_06_23","14:08:09",32,"TowerW13",476,"WF051806","WF051806-03_06_23-14",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"157",0,246,2,0,"0.25,0.21,0.16","03_06_23","14:56:27",32,"TowerW13",476,"WF051806","WF051806-03_06_23-14",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"158",0,246,2,0,"0.25,0.21,0.16","03_06_23","15:25:32",31,"TowerW13",476,"WF051806","WF051806-03_06_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"159",0,246,2,0,"0.25,0.21,0.16","03_06_23","15:43:02",31,"TowerW13",476,"WF051806","WF051806-03_06_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"160",0,246,2,0,"0.25,0.21,0.16","03_06_23","16:22:57",32,"TowerW13",476,"WF051806","WF051806-03_06_23-16",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"161",0,246,2,0,"0.25,0.21,0.16","03_06_23","16:57:42",31,"TowerW13",476,"WF051806","WF051806-03_06_23-16",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"162",0,246,2,0,"0.25,0.21,0.16","03_06_23","17:13:55",32,"TowerW13",476,"WF051806","WF051806-03_06_23-17",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"163",0,246,2,0,"0.25,0.21,0.16","03_06_23","17:36:25",32,"TowerW13",476,"WF051806","WF051806-03_06_23-17",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"164",0,246,2,0,"0.25,0.21,0.16","03_06_23","17:54:39",31,"TowerW13",476,"WF051806","WF051806-03_06_23-17",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"165",0,246,2,0,"0.25,0.21,0.16","03_06_23","18:33:21",32,"TowerW13",476,"WF051806","WF051806-03_06_23-18",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"166",0,246,2,0,"0.25,0.21,0.16","03_06_23","18:41:51",31,"TowerW13",476,"WF051806","WF051806-03_06_23-18",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"167",0,246,2,0,"0.25,0.21,0.16","03_06_23","19:01:12",32,"TowerW13",476,"WF051806","WF051806-03_06_23-19",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"168",0,246,2,0,"0.25,0.21,0.16","03_06_23","19:04:21",31,"TowerW13",476,"WF051806","WF051806-03_06_23-19",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"169",0,246,2,0,"0.25,0.21,0.16","03_06_23","20:14:48",32,"TowerW13",476,"WF051806","WF051806-03_06_23-20",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"170",0,246,2,0,"0.25,0.21,0.16","03_06_23","22:30:26",31,"TowerW13",476,"WF051806","WF051806-03_06_23-22",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"171",0,246,2,0,"0.25,0.21,0.16","03_06_23","22:53:56",32,"TowerW13",476,"WF051806","WF051806-03_06_23-22",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"172",0,246,2,0,"0.25,0.21,0.16","03_06_23","23:56:13",32,"TowerW13",476,"WF051806","WF051806-03_06_23-23",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"173",0,246,2,0,"0.25,0.21,0.16","04_06_23","0:27:56",32,"TowerW13",476,"WF051806","WF051806-04_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"174",0,246,2,0,"0.25,0.21,0.16","04_06_23","0:33:34",32,"TowerW13",476,"WF051806","WF051806-04_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"175",0,246,2,0,"0.25,0.21,0.16","04_06_23","0:55:48",32,"TowerW13",476,"WF051806","WF051806-04_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"176",0,246,2,0,"0.25,0.21,0.16","04_06_23","3:06:58",32,"TowerW13",476,"WF051806","WF051806-04_06_23-3",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"177",0,246,2,0,"0.25,0.21,0.16","04_06_23","3:29:56",33,"TowerW13",476,"WF051806","WF051806-04_06_23-3",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"178",0,348,2,0,"0.25,0.2,0.17","18_05_23","13:57:45",31,"TowerW03",476,"WF051806","WF051806-18_05_23-13",1277287.56912894,568943.602704461,1277287.56912894,568943.602704461,NA,NA,NA,NA,NA,NA,NA
"179",0,246,2,0,"0.25,0.2,0.17","31_05_23","10:10:25",32,"TowerW13",476,"WF051806","WF051806-31_05_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"180",0,246,2,0,"0.25,0.2,0.17","31_05_23","10:13:42",33,"TowerW13",476,"WF051806","WF051806-31_05_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"181",0,246,2,0,"0.25,0.2,0.17","31_05_23","11:00:55",32,"TowerW13",476,"WF051806","WF051806-31_05_23-11",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"182",0,246,2,0,"0.25,0.2,0.17","31_05_23","11:15:01",31,"TowerW13",476,"WF051806","WF051806-31_05_23-11",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"183",0,246,2,0,"0.25,0.2,0.17","31_05_23","11:18:10",31,"TowerW13",476,"WF051806","WF051806-31_05_23-11",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"184",1,246,2,0,"0.25,0.2,0.17","31_05_23","11:28:01",31,"TowerW13",476,"WF051806","WF051806-31_05_23-11",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"185",0,246,2,0,"0.25,0.2,0.17","31_05_23","11:42:23",32,"TowerW13",476,"WF051806","WF051806-31_05_23-11",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"186",0,246,2,0,"0.25,0.2,0.17","31_05_23","12:01:37",32,"TowerW13",476,"WF051806","WF051806-31_05_23-12",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"187",0,246,2,0,"0.25,0.2,0.17","31_05_23","12:18:10",32,"TowerW13",476,"WF051806","WF051806-31_05_23-12",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"188",0,246,2,0,"0.25,0.2,0.17","31_05_23","12:37:36",31,"TowerW13",476,"WF051806","WF051806-31_05_23-12",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"189",0,246,2,0,"0.25,0.2,0.17","31_05_23","13:05:07",31,"TowerW13",476,"WF051806","WF051806-31_05_23-13",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"190",0,246,2,0,"0.25,0.2,0.17","31_05_23","13:14:21",31,"TowerW13",476,"WF051806","WF051806-31_05_23-13",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"191",0,246,2,0,"0.25,0.2,0.17","31_05_23","13:22:31",32,"TowerW13",476,"WF051806","WF051806-31_05_23-13",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"192",0,246,2,0,"0.25,0.2,0.17","31_05_23","13:26:03",31,"TowerW13",476,"WF051806","WF051806-31_05_23-13",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"193",0,246,2,0,"0.25,0.2,0.17","31_05_23","14:00:50",32,"TowerW13",476,"WF051806","WF051806-31_05_23-14",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"194",0,246,2,0,"0.25,0.2,0.17","31_05_23","14:26:09",31,"TowerW13",476,"WF051806","WF051806-31_05_23-14",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"195",0,246,2,0,"0.25,0.2,0.17","31_05_23","15:00:47",32,"TowerW13",476,"WF051806","WF051806-31_05_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"196",0,246,2,0,"0.25,0.2,0.17","31_05_23","15:06:23",31,"TowerW13",476,"WF051806","WF051806-31_05_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"197",0,246,2,0,"0.25,0.2,0.17","31_05_23","15:07:15",31,"TowerW13",476,"WF051806","WF051806-31_05_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"198",0,246,2,0,"0.25,0.2,0.17","31_05_23","15:11:51",32,"TowerW13",476,"WF051806","WF051806-31_05_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"199",0,246,2,0,"0.25,0.2,0.17","31_05_23","15:21:44",32,"TowerW13",476,"WF051806","WF051806-31_05_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"200",0,246,2,0,"0.25,0.2,0.17","31_05_23","15:26:05",31,"TowerW13",476,"WF051806","WF051806-31_05_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"201",0,246,2,0,"0.25,0.2,0.17","31_05_23","15:27:49",31,"TowerW13",476,"WF051806","WF051806-31_05_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"202",0,246,2,0,"0.25,0.2,0.17","31_05_23","15:47:16",32,"TowerW13",476,"WF051806","WF051806-31_05_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"203",0,246,2,0,"0.25,0.2,0.17","31_05_23","15:54:34",31,"TowerW13",476,"WF051806","WF051806-31_05_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"204",0,246,2,0,"0.25,0.2,0.17","31_05_23","17:04:01",32,"TowerW13",476,"WF051806","WF051806-31_05_23-17",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"205",0,246,2,0,"0.25,0.2,0.17","31_05_23","18:13:58",32,"TowerW13",476,"WF051806","WF051806-31_05_23-18",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"206",0,246,2,0,"0.25,0.2,0.17","31_05_23","19:37:25",31,"TowerW13",476,"WF051806","WF051806-31_05_23-19",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"207",0,246,2,0,"0.25,0.2,0.17","31_05_23","20:26:28",32,"TowerW13",476,"WF051806","WF051806-31_05_23-20",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"208",0,246,2,0,"0.25,0.2,0.17","31_05_23","21:56:42",32,"TowerW13",476,"WF051806","WF051806-31_05_23-21",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"209",0,246,2,0,"0.25,0.2,0.17","31_05_23","22:43:40",32,"TowerW13",476,"WF051806","WF051806-31_05_23-22",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"210",0,246,2,0,"0.25,0.2,0.17","31_05_23","23:08:23",32,"TowerW13",476,"WF051806","WF051806-31_05_23-23",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"211",0,246,2,0,"0.25,0.2,0.17","31_05_23","23:25:53",32,"TowerW13",476,"WF051806","WF051806-31_05_23-23",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"212",0,246,2,0,"0.25,0.2,0.17","31_05_23","23:55:33",32,"TowerW13",476,"WF051806","WF051806-31_05_23-23",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"213",0,246,2,0,"0.25,0.2,0.17","01_06_23","0:09:05",32,"TowerW13",476,"WF051806","WF051806-01_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"214",0,246,2,0,"0.25,0.2,0.17","01_06_23","0:27:48",31,"TowerW13",476,"WF051806","WF051806-01_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"215",0,246,2,0,"0.25,0.2,0.17","01_06_23","0:46:53",32,"TowerW13",476,"WF051806","WF051806-01_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"216",0,246,2,0,"0.25,0.2,0.17","01_06_23","0:47:30",32,"TowerW13",476,"WF051806","WF051806-01_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"217",0,246,2,0,"0.25,0.2,0.17","01_06_23","0:50:34",31,"TowerW13",476,"WF051806","WF051806-01_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"218",0,246,2,0,"0.25,0.2,0.17","01_06_23","0:53:00",31,"TowerW13",476,"WF051806","WF051806-01_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"219",0,246,2,0,"0.25,0.2,0.17","01_06_23","0:59:11",32,"TowerW13",476,"WF051806","WF051806-01_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"220",0,246,2,0,"0.25,0.2,0.17","01_06_23","1:00:25",32,"TowerW13",476,"WF051806","WF051806-01_06_23-1",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"221",0,246,2,0,"0.25,0.2,0.17","01_06_23","1:07:14",31,"TowerW13",476,"WF051806","WF051806-01_06_23-1",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"222",0,246,2,0,"0.25,0.2,0.17","01_06_23","1:14:23",31,"TowerW13",476,"WF051806","WF051806-01_06_23-1",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"223",0,246,2,0,"0.25,0.2,0.17","01_06_23","2:23:14",32,"TowerW13",476,"WF051806","WF051806-01_06_23-2",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"224",0,246,2,0,"0.25,0.2,0.17","01_06_23","2:33:43",34,"TowerW13",476,"WF051806","WF051806-01_06_23-2",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"225",0,246,2,0,"0.25,0.2,0.17","01_06_23","2:47:50",31,"TowerW13",476,"WF051806","WF051806-01_06_23-2",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"226",0,246,2,0,"0.25,0.2,0.17","01_06_23","2:48:27",31,"TowerW13",476,"WF051806","WF051806-01_06_23-2",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"227",0,246,2,0,"0.25,0.2,0.17","01_06_23","2:55:52",32,"TowerW13",476,"WF051806","WF051806-01_06_23-2",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"228",0,246,2,0,"0.25,0.2,0.17","01_06_23","3:06:57",31,"TowerW13",476,"WF051806","WF051806-01_06_23-3",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"229",0,246,2,0,"0.25,0.2,0.17","01_06_23","3:38:41",31,"TowerW13",476,"WF051806","WF051806-01_06_23-3",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"230",0,246,2,0,"0.25,0.2,0.17","01_06_23","3:46:42",31,"TowerW13",476,"WF051806","WF051806-01_06_23-3",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"231",0,246,2,0,"0.25,0.2,0.17","01_06_23","3:46:42",31,"TowerW13",476,"WF051806","WF051806-01_06_23-3",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"232",0,246,2,0,"0.25,0.2,0.17","01_06_23","3:47:56",31,"TowerW13",476,"WF051806","WF051806-01_06_23-3",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
