"","Index","Angle","Antenna","Background","Code","GPSdate","GPStime","Strength","TowerID","TagID","AnimalID","uniqueID","longitude","latitude","X","Y","BadPoint","Var_X","Var_Y","Cov_XY","AngleDiff","Date","Time"
"233",0,246,2,0,"0.25,0.2,0.17","01_06_23","4:22:35",32,"TowerW13",476,"WF051806","WF051806-01_06_23-4",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"234",0,246,2,0,"0.25,0.2,0.17","01_06_23","4:55:13",31,"TowerW13",476,"WF051806","WF051806-01_06_23-4",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"235",0,246,2,0,"0.25,0.2,0.17","01_06_23","5:00:46",32,"TowerW13",476,"WF051806","WF051806-01_06_23-5",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"236",0,246,2,0,"0.25,0.2,0.17","01_06_23","5:03:14",31,"TowerW13",476,"WF051806","WF051806-01_06_23-5",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"237",0,246,2,0,"0.25,0.2,0.17","01_06_23","5:11:15",31,"TowerW13",476,"WF051806","WF051806-01_06_23-5",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"238",0,246,2,0,"0.25,0.2,0.17","01_06_23","5:11:51",32,"TowerW13",476,"WF051806","WF051806-01_06_23-5",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"239",0,246,2,0,"0.25,0.2,0.17","01_06_23","5:12:28",31,"TowerW13",476,"WF051806","WF051806-01_06_23-5",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"240",0,246,2,0,"0.25,0.2,0.17","01_06_23","5:13:05",31,"TowerW13",476,"WF051806","WF051806-01_06_23-5",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"241",0,246,2,0,"0.25,0.2,0.17","01_06_23","5:13:41",32,"TowerW13",476,"WF051806","WF051806-01_06_23-5",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"242",0,246,2,0,"0.25,0.2,0.17","01_06_23","6:17:10",32,"TowerW13",476,"WF051806","WF051806-01_06_23-6",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"243",0,246,2,0,"0.25,0.2,0.17","01_06_23","6:19:37",32,"TowerW13",476,"WF051806","WF051806-01_06_23-6",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"244",0,246,2,0,"0.25,0.2,0.17","01_06_23","6:20:14",32,"TowerW13",476,"WF051806","WF051806-01_06_23-6",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"245",0,246,2,0,"0.25,0.2,0.17","01_06_23","6:29:28",32,"TowerW13",476,"WF051806","WF051806-01_06_23-6",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"246",0,246,2,0,"0.25,0.2,0.17","01_06_23","6:48:43",32,"TowerW13",476,"WF051806","WF051806-01_06_23-6",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"247",0,246,2,0,"0.25,0.2,0.17","01_06_23","7:19:21",31,"TowerW13",476,"WF051806","WF051806-01_06_23-7",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"248",0,246,2,0,"0.25,0.2,0.17","01_06_23","7:50:29",31,"TowerW13",476,"WF051806","WF051806-01_06_23-7",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"249",0,246,2,0,"0.25,0.2,0.17","01_06_23","7:51:06",32,"TowerW13",476,"WF051806","WF051806-01_06_23-7",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"250",0,246,2,0,"0.25,0.2,0.17","01_06_23","7:51:43",31,"TowerW13",476,"WF051806","WF051806-01_06_23-7",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"251",0,246,2,0,"0.25,0.2,0.17","01_06_23","8:15:05",32,"TowerW13",476,"WF051806","WF051806-01_06_23-8",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"252",0,246,2,0,"0.25,0.2,0.17","01_06_23","8:15:41",32,"TowerW13",476,"WF051806","WF051806-01_06_23-8",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"253",0,246,2,0,"0.25,0.2,0.17","01_06_23","8:21:53",31,"TowerW13",476,"WF051806","WF051806-01_06_23-8",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"254",0,246,2,0,"0.25,0.2,0.17","01_06_23","8:23:06",32,"TowerW13",476,"WF051806","WF051806-01_06_23-8",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"255",0,246,2,0,"0.25,0.2,0.17","01_06_23","8:43:02",31,"TowerW13",476,"WF051806","WF051806-01_06_23-8",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"256",0,246,2,0,"0.25,0.2,0.17","01_06_23","8:57:10",31,"TowerW13",476,"WF051806","WF051806-01_06_23-8",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"257",0,246,2,0,"0.25,0.2,0.17","01_06_23","9:01:46",31,"TowerW13",476,"WF051806","WF051806-01_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"258",0,246,2,0,"0.25,0.2,0.17","01_06_23","9:21:21",31,"TowerW13",476,"WF051806","WF051806-01_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"259",0,246,2,0,"0.25,0.2,0.17","01_06_23","9:26:57",32,"TowerW13",476,"WF051806","WF051806-01_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"260",0,246,2,0,"0.25,0.2,0.17","01_06_23","9:40:06",32,"TowerW13",476,"WF051806","WF051806-01_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"261",0,246,2,0,"0.25,0.2,0.17","01_06_23","9:46:55",32,"TowerW13",476,"WF051806","WF051806-01_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"262",0,246,2,0,"0.25,0.2,0.17","01_06_23","10:06:37",32,"TowerW13",476,"WF051806","WF051806-01_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"263",0,246,2,0,"0.25,0.2,0.17","01_06_23","10:13:19",31,"TowerW13",476,"WF051806","WF051806-01_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"264",0,246,2,0,"0.25,0.2,0.17","01_06_23","10:16:43",32,"TowerW13",476,"WF051806","WF051806-01_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"265",0,246,2,0,"0.25,0.2,0.17","01_06_23","10:59:31",32,"TowerW13",476,"WF051806","WF051806-01_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"266",0,246,2,0,"0.25,0.2,0.17","01_06_23","11:26:24",31,"TowerW13",476,"WF051806","WF051806-01_06_23-11",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"267",0,246,2,0,"0.25,0.2,0.17","01_06_23","11:44:19",32,"TowerW13",476,"WF051806","WF051806-01_06_23-11",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"268",0,246,2,0,"0.25,0.2,0.17","01_06_23","12:12:40",31,"TowerW13",476,"WF051806","WF051806-01_06_23-12",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"269",0,246,2,0,"0.25,0.2,0.17","01_06_23","12:41:43",31,"TowerW13",476,"WF051806","WF051806-01_06_23-12",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"270",0,246,2,0,"0.25,0.2,0.17","01_06_23","13:31:07",32,"TowerW13",476,"WF051806","WF051806-01_06_23-13",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"271",0,246,2,0,"0.25,0.2,0.17","01_06_23","13:35:29",32,"TowerW13",476,"WF051806","WF051806-01_06_23-13",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"272",0,246,2,0,"0.25,0.2,0.17","01_06_23","13:57:30",31,"TowerW13",476,"WF051806","WF051806-01_06_23-13",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"273",0,246,2,0,"0.25,0.2,0.17","01_06_23","14:01:10",32,"TowerW13",476,"WF051806","WF051806-01_06_23-14",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"274",0,246,2,0,"0.25,0.2,0.17","01_06_23","14:07:51",32,"TowerW13",476,"WF051806","WF051806-01_06_23-14",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"275",0,246,2,0,"0.25,0.2,0.17","01_06_23","14:08:49",32,"TowerW13",476,"WF051806","WF051806-01_06_23-14",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"276",0,246,2,0,"0.25,0.2,0.17","01_06_23","14:14:55",32,"TowerW13",476,"WF051806","WF051806-01_06_23-14",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"277",0,246,2,0,"0.25,0.2,0.17","01_06_23","14:18:04",32,"TowerW13",476,"WF051806","WF051806-01_06_23-14",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"278",0,246,2,0,"0.25,0.2,0.17","01_06_23","15:49:04",31,"TowerW13",476,"WF051806","WF051806-01_06_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"279",0,246,2,0,"0.25,0.2,0.17","01_06_23","15:50:03",31,"TowerW13",476,"WF051806","WF051806-01_06_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"280",0,246,2,0,"0.25,0.2,0.17","01_06_23","17:23:56",31,"TowerW13",476,"WF051806","WF051806-01_06_23-17",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"281",0,246,2,0,"0.25,0.2,0.17","01_06_23","17:38:26",32,"TowerW13",476,"WF051806","WF051806-01_06_23-17",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"282",3,246,2,0,"0.25,0.2,0.17","01_06_23","17:56:19",32,"TowerW13",476,"WF051806","WF051806-01_06_23-17",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"283",0,246,2,0,"0.25,0.2,0.17","01_06_23","18:40:42",31,"TowerW13",476,"WF051806","WF051806-01_06_23-18",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"284",0,246,2,0,"0.25,0.2,0.17","01_06_23","19:17:12",32,"TowerW13",476,"WF051806","WF051806-01_06_23-19",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"285",0,246,2,0,"0.25,0.2,0.17","01_06_23","19:44:06",31,"TowerW13",476,"WF051806","WF051806-01_06_23-19",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"286",0,246,2,0,"0.25,0.2,0.17","01_06_23","19:49:26",31,"TowerW13",476,"WF051806","WF051806-01_06_23-19",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"287",1,246,2,0,"0.25,0.2,0.17","01_06_23","20:37:07",31,"TowerW13",476,"WF051806","WF051806-01_06_23-20",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"288",0,246,2,0,"0.25,0.2,0.17","01_06_23","20:52:34",32,"TowerW13",476,"WF051806","WF051806-01_06_23-20",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"289",0,246,2,0,"0.25,0.2,0.17","01_06_23","21:00:06",32,"TowerW13",476,"WF051806","WF051806-01_06_23-21",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"290",0,246,2,0,"0.25,0.2,0.17","01_06_23","22:40:51",32,"TowerW13",476,"WF051806","WF051806-01_06_23-22",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"291",0,246,2,0,"0.25,0.2,0.17","02_06_23","0:50:03",31,"TowerW13",476,"WF051806","WF051806-02_06_23-0",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"292",0,246,2,0,"0.25,0.2,0.17","02_06_23","1:13:46",32,"TowerW13",476,"WF051806","WF051806-02_06_23-1",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"293",0,246,2,0,"0.25,0.2,0.17","02_06_23","1:53:55",32,"TowerW13",476,"WF051806","WF051806-02_06_23-1",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"294",0,246,2,0,"0.25,0.2,0.17","02_06_23","2:28:34",32,"TowerW13",476,"WF051806","WF051806-02_06_23-2",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"295",0,246,2,0,"0.25,0.2,0.17","02_06_23","3:01:32",31,"TowerW13",476,"WF051806","WF051806-02_06_23-3",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"296",4,246,2,0,"0.25,0.2,0.17","02_06_23","3:38:31",31,"TowerW13",476,"WF051806","WF051806-02_06_23-3",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"297",0,246,2,0,"0.25,0.2,0.17","02_06_23","4:05:17",31,"TowerW13",476,"WF051806","WF051806-02_06_23-4",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"298",0,246,2,0,"0.25,0.2,0.17","02_06_23","4:07:44",32,"TowerW13",476,"WF051806","WF051806-02_06_23-4",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"299",0,246,2,0,"0.25,0.2,0.17","02_06_23","4:50:47",31,"TowerW13",476,"WF051806","WF051806-02_06_23-4",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"300",0,246,2,0,"0.25,0.2,0.17","02_06_23","4:51:24",32,"TowerW13",476,"WF051806","WF051806-02_06_23-4",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"301",0,246,2,0,"0.25,0.2,0.17","02_06_23","5:07:43",31,"TowerW13",476,"WF051806","WF051806-02_06_23-5",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"302",0,246,2,0,"0.25,0.2,0.17","02_06_23","7:20:40",32,"TowerW13",476,"WF051806","WF051806-02_06_23-7",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"303",0,246,2,0,"0.25,0.2,0.17","02_06_23","8:22:35",32,"TowerW13",476,"WF051806","WF051806-02_06_23-8",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"304",0,246,2,0,"0.25,0.2,0.17","02_06_23","9:16:34",31,"TowerW13",476,"WF051806","WF051806-02_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"305",0,246,2,0,"0.25,0.2,0.17","02_06_23","9:22:03",31,"TowerW13",476,"WF051806","WF051806-02_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"306",0,246,2,0,"0.25,0.2,0.17","02_06_23","9:40:40",32,"TowerW13",476,"WF051806","WF051806-02_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"307",0,246,2,0,"0.25,0.2,0.17","02_06_23","9:42:09",31,"TowerW13",476,"WF051806","WF051806-02_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"308",0,246,2,0,"0.25,0.2,0.17","02_06_23","9:47:21",32,"TowerW13",476,"WF051806","WF051806-02_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"309",0,246,2,0,"0.25,0.2,0.17","02_06_23","9:50:25",31,"TowerW13",476,"WF051806","WF051806-02_06_23-9",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"310",0,246,2,0,"0.25,0.2,0.17","02_06_23","10:17:31",32,"TowerW13",476,"WF051806","WF051806-02_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"311",0,246,2,0,"0.25,0.2,0.17","02_06_23","10:29:49",32,"TowerW13",476,"WF051806","WF051806-02_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"312",0,246,2,0,"0.25,0.2,0.17","02_06_23","10:35:39",31,"TowerW13",476,"WF051806","WF051806-02_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"313",0,246,2,0,"0.25,0.2,0.17","02_06_23","10:44:03",32,"TowerW13",476,"WF051806","WF051806-02_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"314",0,246,2,0,"0.25,0.2,0.17","02_06_23","10:44:54",31,"TowerW13",476,"WF051806","WF051806-02_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"315",0,246,2,0,"0.25,0.2,0.17","02_06_23","10:45:45",32,"TowerW13",476,"WF051806","WF051806-02_06_23-10",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"316",0,246,2,0,"0.25,0.2,0.17","02_06_23","11:02:19",31,"TowerW13",476,"WF051806","WF051806-02_06_23-11",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"317",0,246,2,0,"0.25,0.2,0.17","02_06_23","11:40:01",31,"TowerW13",476,"WF051806","WF051806-02_06_23-11",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"318",0,246,2,0,"0.25,0.2,0.17","02_06_23","11:48:24",32,"TowerW13",476,"WF051806","WF051806-02_06_23-11",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"319",0,246,2,0,"0.25,0.2,0.17","02_06_23","11:54:52",31,"TowerW13",476,"WF051806","WF051806-02_06_23-11",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"320",0,246,2,0,"0.25,0.2,0.17","02_06_23","12:13:50",31,"TowerW13",476,"WF051806","WF051806-02_06_23-12",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"321",0,246,2,0,"0.25,0.2,0.17","02_06_23","12:23:49",32,"TowerW13",476,"WF051806","WF051806-02_06_23-12",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"322",0,246,2,0,"0.25,0.2,0.17","02_06_23","12:42:46",31,"TowerW13",476,"WF051806","WF051806-02_06_23-12",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"323",0,246,2,0,"0.25,0.2,0.17","02_06_23","12:55:20",32,"TowerW13",476,"WF051806","WF051806-02_06_23-12",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"324",0,246,2,0,"0.25,0.2,0.17","02_06_23","13:42:45",31,"TowerW13",476,"WF051806","WF051806-02_06_23-13",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"325",0,246,2,0,"0.25,0.2,0.17","02_06_23","13:55:31",31,"TowerW13",476,"WF051806","WF051806-02_06_23-13",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"326",0,246,2,0,"0.25,0.2,0.17","02_06_23","14:00:10",32,"TowerW13",476,"WF051806","WF051806-02_06_23-14",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"327",0,246,2,0,"0.25,0.2,0.17","02_06_23","14:04:47",31,"TowerW13",476,"WF051806","WF051806-02_06_23-14",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"328",0,246,2,0,"0.25,0.2,0.17","02_06_23","15:01:57",32,"TowerW13",476,"WF051806","WF051806-02_06_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"329",0,246,2,0,"0.25,0.2,0.17","02_06_23","15:06:19",31,"TowerW13",476,"WF051806","WF051806-02_06_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"330",0,246,2,0,"0.25,0.2,0.17","02_06_23","15:47:13",31,"TowerW13",476,"WF051806","WF051806-02_06_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"331",0,246,2,0,"0.25,0.2,0.17","02_06_23","15:55:29",31,"TowerW13",476,"WF051806","WF051806-02_06_23-15",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"332",0,246,2,0,"0.25,0.2,0.17","02_06_23","17:15:46",32,"TowerW13",476,"WF051806","WF051806-02_06_23-17",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"333",0,246,2,0,"0.25,0.2,0.17","02_06_23","17:54:26",31,"TowerW13",476,"WF051806","WF051806-02_06_23-17",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"334",0,246,2,0,"0.25,0.2,0.17","02_06_23","18:05:38",31,"TowerW13",476,"WF051806","WF051806-02_06_23-18",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"335",0,246,2,0,"0.25,0.2,0.17","02_06_23","18:29:30",31,"TowerW13",476,"WF051806","WF051806-02_06_23-18",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"336",0,246,2,0,"0.25,0.2,0.17","02_06_23","18:31:40",31,"TowerW13",476,"WF051806","WF051806-02_06_23-18",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"337",0,246,2,0,"0.25,0.2,0.17","02_06_23","18:43:59",31,"TowerW13",476,"WF051806","WF051806-02_06_23-18",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"338",0,246,2,0,"0.25,0.2,0.17","02_06_23","18:54:03",32,"TowerW13",476,"WF051806","WF051806-02_06_23-18",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"339",0,246,2,0,"0.25,0.2,0.17","02_06_23","19:49:17",32,"TowerW13",476,"WF051806","WF051806-02_06_23-19",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"340",0,246,2,0,"0.25,0.2,0.17","02_06_23","19:58:04",31,"TowerW13",476,"WF051806","WF051806-02_06_23-19",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"341",0,246,2,0,"0.25,0.2,0.17","02_06_23","20:04:44",31,"TowerW13",476,"WF051806","WF051806-02_06_23-20",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"342",0,246,2,0,"0.25,0.2,0.17","02_06_23","20:16:39",31,"TowerW13",476,"WF051806","WF051806-02_06_23-20",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"343",0,246,2,0,"0.25,0.2,0.17","02_06_23","20:41:22",31,"TowerW13",476,"WF051806","WF051806-02_06_23-20",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"344",0,246,2,0,"0.25,0.2,0.17","02_06_23","21:24:03",32,"TowerW13",476,"WF051806","WF051806-02_06_23-21",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"345",0,246,2,0,"0.25,0.2,0.17","02_06_23","21:46:20",31,"TowerW13",476,"WF051806","WF051806-02_06_23-21",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"346",0,246,2,0,"0.25,0.2,0.17","02_06_23","21:47:33",31,"TowerW13",476,"WF051806","WF051806-02_06_23-21",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"347",0,246,2,0,"0.25,0.2,0.17","02_06_23","21:54:27",31,"TowerW13",476,"WF051806","WF051806-02_06_23-21",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"348",0,246,2,0,"0.25,0.2,0.17","02_06_23","21:55:05",31,"TowerW13",476,"WF051806","WF051806-02_06_23-21",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"349",0,246,2,0,"0.25,0.2,0.17","02_06_23","23:27:54",32,"TowerW13",476,"WF051806","WF051806-02_06_23-23",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
"350",0,246,2,0,"0.25,0.2,0.17","02_06_23","23:34:43",31,"TowerW13",476,"WF051806","WF051806-02_06_23-23",1278116.69408485,568325.500681687,1278116.69408485,568325.500681687,NA,NA,NA,NA,NA,NA,NA
